WhsAgeReviewTempID,DateTimeEntered,AgeReadingID,FishID,Purpose,Reader,envAlphaID,envNumberID,Reading,ReadingMethod,ReadAge,Readability,EdgeTranslucency,Adj_Inc,MIncrRatio,Length,Sex,Location,CalYear,Area,Month,ImageCode,ImageCode_m,Scale,Otolith1,Otolith1Value,Otolith1Note,Otolith1Arag,Otolith1Debri,Otolith1Missing,Otolith2,Otolith2Value,Otolith2Note,Otolith2Condition,Otolith2Arag,Otolith2Debri,Otolith3,Otolith3Value,Otolith3Note,Otolith3Condition,Otolith3Arag,Otolith3Debri,Otolith3Missing,Project,TaxonCode,CommonName,ScientificName,ComputerCode,ComputerScale,ReviewDate,Sort,ReadersNote,SampleDate,ReadNoNote,AgeReadingTypeID,LocationID,F1stRing,S2ndRing,S2ndLastToLast,LastToEdge,YearEntered,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100
12311113,19/09/2017 12:01,154377,6351212,TenPercent, Hayden Schilling,Psa,42,1,MIncrRingCountOfOtolith,2,3,w,2,0.369523844,38,Male,Sydney North / Hawkesbury,2015,unknown,4,Images/Pom_sal(Psa)_42_TenP_1_1.jpg,Images/Pom_sal(Psa)_42_TenP_1_1_m.jpg,112,S ,0.03434,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,9/04/2015 0:00,,5120,2080,2.345508913,0.895709729,0.895709729,0.330986102,2017,2.345508913,0.895709729,0.330986102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311115,19/09/2017 12:02,154397,6442981,TenPercent, Hayden Schilling,Psa,62,1,MIncrRingCountOfOtolith,0,2,w,0,,13.7,Unknown,BOTANY BAY,2015,unknown,3,Images/Pom_sal(Psa)_62_TenP_1_1.jpg,Images/Pom_sal(Psa)_62_TenP_1_1_m.jpg,112,S ,0.00664,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,12/03/2015 0:00,,5120,630,2.184281971,,,2.184281971,2017,2.184281971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311116,19/09/2017 12:02,154407,6442991,TenPercent, Hayden Schilling,Psa,72,1,MIncrRingCountOfOtolith,1,2,w,1,0.272051311,33.8,Male,,2015,unknown,3,Images/Pom_sal(Psa)_72_TenP_1_1.jpg,Images/Pom_sal(Psa)_72_TenP_1_1_m.jpg,112,S ,0.02595,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,3/03/2015 0:00,,5120,,2.767569109,0.752920805,2.767569109,0.752920805,2017,2.767569109,0.752920805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311117,19/09/2017 12:06,154417,6443001,TenPercent, Hayden Schilling,Psa,82,1,MIncrRingCountOfOtolith,2,3,w,2,0.607541249,37.9,Male,,2015,unknown,5,Images/Pom_sal(Psa)_82_TenP_1_1.jpg,Images/Pom_sal(Psa)_82_TenP_1_1_m.jpg,112,S ,0.03533,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,14/05/2015 0:00,,5120,,2.586628494,0.627344864,0.627344864,0.381137883,2017,2.586628494,0.627344864,0.381137883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311118,19/09/2017 12:07,154427,6443011,TenPercent, Hayden Schilling,Psa,92,1,MIncrRingCountOfOtolith,0,2,w,0,,11.7,Unknown,SYDNEY HARBOUR,2015,"Sydney Harbour, Parramatta River",5,Images/Pom_sal(Psa)_92_TenP_1_1.jpg,Images/Pom_sal(Psa)_92_TenP_1_1_m.jpg,112,S ,0.00493,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,24/05/2015 0:00,,5120,600,1.853859066,,,1.853859066,2017,1.853859066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311120,19/09/2017 12:09,154455,6351201,TenPercent, Hayden Schilling,Psa,122,1,MIncrRingCountOfOtolith,1,2,w,1,0.230712439,30.5,Female,LAKE ILLAWARRA,2014,"Lake Illawarra, Wollongong",11,Images/Pom_sal(Psa)_122_TenP_1_1.jpg,Images/Pom_sal(Psa)_122_TenP_1_1_m.jpg,112,S ,0.02465,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,6/11/2014 0:00,,5120,700,2.619960731,0.60445753,2.619960731,0.60445753,2017,2.619960731,0.60445753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311121,19/09/2017 12:09,156188,6443029,TenPercent, Hayden Schilling,Psa,132,1,MIncrRingCountOfOtolith,0,2,w,0,,14.8,Unknown,HAWKESBURY RIVER,2015,"Hawkesbury River, Broken Bay, Brisbane Water, Pittwater, Patonga",4,Images/Pom_sal(Psa)_132_TenP_1_1.jpg,Images/Pom_sal(Psa)_132_TenP_1_1_m.jpg,112,S ,0.00753,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,14/04/2015 0:00,,5120,530,2.333451771,,,2.333451771,2017,2.333451771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311123,19/09/2017 12:12,154477,6443049,TenPercent, Hayden Schilling,Psa,152,1,MIncrRingCountOfOtolith,1,2,w,1,0.197019207,31,Female,,2014,unknown,8,Images/Pom_sal(Psa)_152_TenP_1_1.jpg,Images/Pom_sal(Psa)_152_TenP_1_1_m.jpg,112,S ,0.02191,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,14/08/2014 0:00,,5120,,2.321428571,0.457366017,2.321428571,0.457366017,2017,2.321428571,0.457366017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311125,19/09/2017 12:16,154497,6443069,TenPercent, Hayden Schilling,Psa,172,1,MIncrRingCountOfOtolith,0,2,w,0,,11.6,Unknown,PORT HACKING,2015,Port Hacking,1,Images/Pom_sal(Psa)_172_TenP_1_1.jpg,Images/Pom_sal(Psa)_172_TenP_1_1_m.jpg,112,S ,0.00479,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,30/01/2015 0:00,,5120,1040,1.848044774,,,1.848044774,2017,1.848044774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311126,19/09/2017 12:16,154507,6443079,TenPercent, Hayden Schilling,Psa,182,1,MIncrRingCountOfOtolith,0,2,w,0,,19.2,Female,PORT STEPHENS,2015,"Port Stephens, Karuah River, Larpent River",5,Images/Pom_sal(Psa)_182_TenP_1_1.jpg,Images/Pom_sal(Psa)_182_TenP_1_1_m.jpg,112,S ,0.01205,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,8/05/2015 0:00,,5120,380,2.386298106,,,2.386298106,2017,2.386298106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311128,19/09/2017 12:17,154527,6443099,TenPercent, Hayden Schilling,Psa,202,1,MIncrRingCountOfOtolith,0,2,w,0,,12.9,Unknown,HAWKESBURY RIVER,2015,"Hawkesbury River, Broken Bay, Brisbane Water, Pittwater, Patonga",4,Images/Pom_sal(Psa)_202_TenP_1_1.jpg,Images/Pom_sal(Psa)_202_TenP_1_1_m.jpg,112,S ,0.00528,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,14/04/2015 0:00,,5120,530,1.888325813,,,1.888325813,2017,1.888325813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311129,19/09/2017 12:18,154537,6443109,TenPercent, Hayden Schilling,Psa,212,1,MIncrRingCountOfOtolith,0,2,w,0,,15.4,Unknown,HAWKESBURY RIVER,2015,"Hawkesbury River, Broken Bay, Brisbane Water, Pittwater, Patonga",4,Images/Pom_sal(Psa)_212_TenP_1_1.jpg,Images/Pom_sal(Psa)_212_TenP_1_1_m.jpg,112,S ,0.00772,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,14/04/2015 0:00,,5120,530,2.314706691,,,2.314706691,2017,2.314706691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311130,19/09/2017 12:18,154547,6443119,TenPercent, Hayden Schilling,Psa,222,1,MIncrRingCountOfOtolith,0,2,w,0,,15.3,Unknown,HAWKESBURY RIVER,2015,"Hawkesbury River, Broken Bay, Brisbane Water, Pittwater, Patonga",4,Images/Pom_sal(Psa)_222_TenP_1_1.jpg,Images/Pom_sal(Psa)_222_TenP_1_1_m.jpg,112,S ,0.00836,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,14/04/2015 0:00,,5120,530,2.043779207,,,2.043779207,2017,2.043779207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311131,19/09/2017 12:19,154557,6443129,TenPercent, Hayden Schilling,Psa,232,1,MIncrRingCountOfOtolith,0,2,w,0,,13.7,Unknown,HAWKESBURY RIVER,2015,"Hawkesbury River, Broken Bay, Brisbane Water, Pittwater, Patonga",4,Images/Pom_sal(Psa)_232_TenP_1_1.jpg,Images/Pom_sal(Psa)_232_TenP_1_1_m.jpg,112,S ,0.00714,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,14/04/2015 0:00,,5120,530,2.070885944,,,2.070885944,2017,2.070885944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311132,19/09/2017 12:38,154567,6365988,TenPercent, Hayden Schilling,Psa,242,1,MIncrRingCountOfOtolith,0,2,w,0,,16.1,Unknown,PORT STEPHENS,2015,unknown,4,Images/Pom_sal(Psa)_242_TenP_1_1.jpg,Images/Pom_sal(Psa)_242_TenP_1_1_m.jpg,112,S ,0.00849,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,6/04/2015 0:00,,5120,380,2.029617471,,,2.029617471,2017,2.029617471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311133,19/09/2017 12:39,154577,6443139,TenPercent, Hayden Schilling,Psa,252,1,MIncrRingCountOfOtolith,3,3,w,3,0.944786069,39.2,Female,SYDNEY,2015,33 Deg. - 34 Deg. Latitude (Zone 6),3,Images/Pom_sal(Psa)_252_TenP_1_1.jpg,Images/Pom_sal(Psa)_252_TenP_1_1_m.jpg,112,S ,0.03654,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,19/03/2015 0:00,,5120,620,2.258769757,0.389959461,0.484747521,0.457982704,2017,2.258769757,0.389959461,0.484747521,0.457982704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311134,19/09/2017 12:39,154587,6443149,TenPercent, Hayden Schilling,Psa,262,1,MIncrRingCountOfOtolith,0,3,w,0,,20.6,Female,Wagonga Inlet,2015,unknown,3,Images/Pom_sal(Psa)_262_TenP_1_1.jpg,Images/Pom_sal(Psa)_262_TenP_1_1_m.jpg,112,S ,0.01201,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,19/03/2015 0:00,,5120,2100,2.916884139,,,2.916884139,2017,2.916884139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311135,19/09/2017 12:40,154597,6443159,TenPercent, Hayden Schilling,Psa,272,1,MIncrRingCountOfOtolith,1,2,w,1,0.252559218,35.6,Female,TAREE,,"Manning River, Crowdy Heads",,Images/Pom_sal(Psa)_272_TenP_1_1.jpg,Images/Pom_sal(Psa)_272_TenP_1_1_m.jpg,112,S ,0.02884,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,,,5120,330,2.62823726,0.663785547,2.62823726,0.663785547,2017,2.62823726,0.663785547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311139,19/09/2017 12:42,154635,6443190,TenPercent, Hayden Schilling,Psa,312,1,MIncrRingCountOfOtolith,0,3,w,0,,12.1,Unknown,Clyde River,2015,"Batemans Bay, Clyde River",3,Images/Pom_sal(Psa)_312_TenP_1_1.jpg,Images/Pom_sal(Psa)_312_TenP_1_1_m.jpg,112,S ,0.00495,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,18/03/2015 0:00,,5120,2490,1.842123524,,,1.842123524,2017,1.842123524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311140,19/09/2017 12:43,154645,6443200,TenPercent, Hayden Schilling,Psa,322,1,MIncrRingCountOfOtolith,0,2,w,0,,14.3,Unknown,Clyde River,2015,"Batemans Bay, Clyde River",3,Images/Pom_sal(Psa)_322_TenP_1_1.jpg,Images/Pom_sal(Psa)_322_TenP_1_1_m.jpg,112,S ,0.00637,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,18/03/2015 0:00,,5120,2490,2.117481982,,,2.117481982,2017,2.117481982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311141,19/09/2017 12:43,154655,6343459,TenPercent, Hayden Schilling,Psa,332,1,MIncrRingCountOfOtolith,0,2,w,0,,17.8,Unknown,Wagonga Inlet,2015,unknown,3,Images/Pom_sal(Psa)_332_TenP_1_1.jpg,Images/Pom_sal(Psa)_332_TenP_1_1_m.jpg,112,S ,0.00889,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,19/03/2015 0:00,,5120,2100,2.402550079,,,2.402550079,2017,2.402550079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311142,19/09/2017 12:44,154665,6458557,TenPercent, Hayden Schilling,Psa,342,1,MIncrRingCountOfOtolith,0,2,w,0,,13.5,Unknown,BOTANY BAY,2015,"Botany Bay, Georges River",2,Images/Pom_sal(Psa)_342_TenP_1_1.jpg,Images/Pom_sal(Psa)_342_TenP_1_1_m.jpg,112,S ,0.00657,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,27/02/2015 0:00,,5120,630,2.023807143,,,2.023807143,2017,2.023807143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311143,19/09/2017 12:46,154675,6458868,TenPercent, Hayden Schilling,Psa,352,1,MIncrRingCountOfOtolith,0,2,w,0,,14.6,Unknown,HAWKESBURY RIVER,2015,"Hawkesbury River, Broken Bay, Brisbane Water, Pittwater, Patonga",4,Images/Pom_sal(Psa)_352_TenP_1_1.jpg,Images/Pom_sal(Psa)_352_TenP_1_1_m.jpg,112,S ,0.00734,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,2/04/2015 0:00,,5120,530,2.208806585,,,2.208806585,2017,2.208806585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311144,19/09/2017 12:47,154731,6459239,TenPercent, Hayden Schilling,Psa,362,1,MIncrRingCountOfOtolith,0,2,w,0,,17.1,Male,HAWKESBURY RIVER,,"Hawkesbury River, Broken Bay, Brisbane Water, Pittwater, Patonga",,Images/Pom_sal(Psa)_362_TenP_1_1.jpg,Images/Pom_sal(Psa)_362_TenP_1_1_m.jpg,112,S ,0.00924,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,,,5120,530,2.360657553,,,2.360657553,2017,2.360657553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311145,19/09/2017 12:47,154741,6459381,TenPercent, Hayden Schilling,Psa,372,1,MIncrRingCountOfOtolith,0,2,w,0,,15.5,Female,Shoalhaven River,2015,"Shoalhaven River, Crookhaven River",3,Images/Pom_sal(Psa)_372_TenP_1_1.jpg,Images/Pom_sal(Psa)_372_TenP_1_1_m.jpg,112,S ,0.00807,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,21/03/2015 0:00,,5120,2690,2.305772281,,,2.305772281,2017,2.305772281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311146,19/09/2017 12:48,154751,6461240,TenPercent, Hayden Schilling,Psa,382,1,MIncrRingCountOfOtolith,0,2,w,0,,17.2,Unknown,LAKE MACQUARIE,2015,Lake Macquarie,2,Images/Pom_sal(Psa)_382_TenP_1_1.jpg,Images/Pom_sal(Psa)_382_TenP_1_1_m.jpg,112,S ,0.00835,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,28/02/2015 0:00,,5120,410,2.295672519,,,2.295672519,2017,2.295672519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311147,19/09/2017 12:49,154761,6468117,TenPercent, Hayden Schilling,Psa,392,1,MIncrRingCountOfOtolith,0,2,w,0,,12.3,Unknown,PORT HACKING,2015,Port Hacking,1,Images/Pom_sal(Psa)_392_TenP_1_1.jpg,Images/Pom_sal(Psa)_392_TenP_1_1_m.jpg,112,S ,0.00638,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,27/01/2015 0:00,,5120,1040,2.04709711,,,2.04709711,2017,2.04709711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311148,19/09/2017 12:49,154771,6468126,TenPercent, Hayden Schilling,Psa,402,1,MIncrRingCountOfOtolith,1,2,w,1,0.293692697,32,Male,HAWKESBURY RIVER,2015,"Hawkesbury River, Broken Bay, Brisbane Water, Pittwater, Patonga",8,Images/Pom_sal(Psa)_402_TenP_1_1.jpg,Images/Pom_sal(Psa)_402_TenP_1_1_m.jpg,112,S ,0.02209,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,6/08/2015 0:00,,5120,530,2.238605818,0.657462181,2.238605818,0.657462181,2017,2.238605818,0.657462181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311149,19/09/2017 12:50,154781,6449879,TenPercent, Hayden Schilling,Psa,412,1,MIncrRingCountOfOtolith,0,2,w,0,,16.4,Female,CLARENCE RIVER,2015,Clarence R Iluka Maclean Yamba Wooloweyah,3,Images/Pom_sal(Psa)_412_TenP_1_1.jpg,Images/Pom_sal(Psa)_412_TenP_1_1_m.jpg,112,S ,0.088,,,,,,,,,,,,,,,,,,RAAM Monitoring 2014/15 [Extra Bio data]                                                                                                                                                                                                                       ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,10/03/2015 0:00,,5120,80,2.270063903,,,2.270063903,2017,2.270063903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311150,19/09/2017 12:50,154791,6449871,TenPercent, Hayden Schilling,Psa,422,1,MIncrRingCountOfOtolith,2,2,w,2,0.428985912,37.3,Male,MORUYA,2015,35 Deg. - 36 Deg. Latitude (Zone 8),9,Images/Pom_sal(Psa)_422_TenP_1_1.jpg,Images/Pom_sal(Psa)_422_TenP_1_1_m.jpg,112,S ,0.03422,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,17/09/2015 0:00,,5120,920,2.056215396,1.030157507,1.030157507,0.441923058,2017,2.056215396,1.030157507,0.441923058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12311151,19/09/2017 12:51,154800,6447386,TenPercent, Hayden Schilling,Psa,432,1,MIncrRingCountOfOtolith,3,2,w,3,0.97679931,45,Female,EDEN,2015,Pambula Lake (River),10,Images/Pom_sal(Psa)_432_TenP_1_1.jpg,Images/Pom_sal(Psa)_432_TenP_1_1_m.jpg,112,S ,0.04333,,,,,,,,,,,,,,,,,,RAAM Monitoring 2015/16 [Bio data]                                                                                                                                                                                                                             ,37 334002,Tailor ,Pomatomus saltatrix,Leica M80 microscope (SIMS),,,2,,1/10/2015 0:00,,5120,990,2.294871476,0.735016814,0.512458657,0.500569262,2017,2.294871476,0.735016814,0.512458657,0.500569262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
